,event_id,price,x,y
187,1,38.7,-10,-10
188,1,44.51,-10,-10
189,1,41.22,-10,-10
190,1,43.5,-10,-10
191,1,42.31,-10,-10
192,1,34.0,-10,-10
193,1,41.89,-10,-10
194,1,48.19,-10,-10
195,1,41.32,-10,-10
196,1,44.6,-10,-10
197,1,40.36,-10,-10
198,1,46.19,-10,-10
199,1,37.94,-10,-10
200,1,39.86,-10,-10
201,1,47.33,-10,-10
202,1,41.42,-10,-10
203,1,43.62,-10,-10
204,1,39.29,-10,-10
205,1,35.54,-10,-10
206,1,30.34,-10,-10
207,1,37.04,-10,-10
208,1,48.24,-10,-10
209,1,38.19,-10,-10
210,1,45.47,-10,-10
211,1,37.02,-10,-10
212,1,42.79,-10,-10
213,1,36.31,-10,-10
214,1,36.04,-10,-10
215,1,46.47,-10,-10
216,1,33.15,-10,-10
217,1,30.6,-10,-10
218,1,26.41,-10,-10
219,1,38.18,-10,-10
220,1,43.88,-10,-10
221,1,48.55,-10,-10
222,1,42.57,-10,-10
223,1,36.32,-10,-10
224,1,40.29,-10,-10
225,1,42.12,-10,-10
226,1,28.64,-10,-10
227,1,45.73,-10,-10
228,1,41.19,-10,-10
229,1,40.63,-10,-10
230,1,45.78,-10,-10
231,1,35.25,-10,-10
232,1,49.28,-10,-10
233,1,46.04,-10,-10
234,1,37.92,-10,-10
235,1,38.91,-10,-10
236,1,29.66,-10,-10
237,1,49.45,-10,-10
238,1,30.7,-10,-10
239,1,39.44,-10,-10
240,1,45.15,-10,-10
241,1,38.31,-10,-10
242,1,40.2,-10,-10
243,1,47.86,-10,-10
244,1,42.91,-10,-10
245,1,44.52,-10,-10
246,1,39.06,-10,-10
247,1,45.52,-10,-10
248,1,42.54,-10,-10
249,1,42.79,-10,-10
250,1,42.56,-10,-10
251,1,44.01,-10,-10
252,1,36.71,-10,-10
253,1,48.36,-10,-10
254,1,35.84,-10,-10
255,1,41.17,-10,-10
256,1,42.26,-10,-10
257,1,37.57,-10,-10
258,1,42.96,-10,-10
259,1,43.26,-10,-10
260,1,41.89,-10,-10
261,1,39.28,-10,-10
262,1,43.56,-10,-10
263,1,46.28,-10,-10
264,1,37.72,-10,-10
265,1,46.59,-10,-10
266,1,49.33,-10,-10
267,1,37.29,-10,-10
268,1,39.23,-10,-10
269,1,38.99,-10,-10
270,1,37.48,-10,-10
271,1,49.17,-10,-10
272,1,36.16,-10,-10
273,1,48.01,-10,-10
274,1,37.31,-10,-10
275,1,40.6,-10,-10
276,1,35.43,-10,-10
277,1,39.35,-10,-10
278,1,35.19,-10,-10
279,1,43.62,-10,-10
280,1,29.81,-10,-10
281,1,36.04,-10,-10
282,1,35.89,-10,-10
283,1,43.81,-10,-10
284,1,41.26,-10,-10
285,1,35.99,-10,-10
286,1,35.99,-10,-10
287,1,33.43,-10,-10
288,1,38.78,-10,-10
289,1,36.71,-10,-10
290,1,41.82,-10,-10
291,1,44.71,-10,-10
292,1,38.32,-10,-10
293,1,35.18,-10,-10
294,1,39.11,-10,-10
295,1,35.2,-10,-10
296,1,41.1,-10,-10
297,1,39.98,-10,-10
298,1,45.18,-10,-10
299,1,45.0,-10,-10
300,1,40.91,-10,-10
301,1,42.92,-10,-10
302,1,47.72,-10,-10
303,1,37.95,-10,-10
304,1,71.33,-10,-10
305,1,75.57,-10,-10
306,1,87.42,-10,-10
307,1,95.84,-10,-10
308,1,82.49,-10,-10
309,1,90.21,-10,-10
310,1,77.72,-10,-10
311,1,93.24,-10,-10
312,1,75.73,-10,-10
313,1,74.74,-10,-10
314,1,83.3,-10,-10
315,1,84.91,-10,-10
316,1,76.94,-10,-10
317,1,74.29,-10,-10
318,1,94.16,-10,-10
319,1,84.5,-10,-10
320,1,90.9,-10,-10
321,1,71.15,-10,-10
322,1,89.96,-10,-10
323,1,93.43,-10,-10
324,1,74.9,-10,-10
325,1,80.5,-10,-10
326,1,80.51,-10,-10
327,1,72.01,-10,-10
328,1,82.94,-10,-10
329,1,84.43,-10,-10
330,1,79.81,-10,-10
331,1,72.41,-10,-10
332,1,87.65,-10,-10
333,1,67.86,-10,-10
334,1,72.78,-10,-10
335,1,84.73,-10,-10
336,1,83.67,-10,-10
337,1,80.99,-10,-10
338,1,79.32,-10,-10
339,1,86.5,-10,-10
340,1,75.38,-10,-10
341,1,81.44,-10,-10
342,1,82.09,-10,-10
343,1,85.57,-10,-10
344,1,83.4,-10,-10
345,1,87.57,-10,-10
346,1,83.72,-10,-10
347,1,67.38,-10,-10
348,1,75.08,-10,-10
349,1,90.45,-10,-10
350,1,76.43,-10,-10
351,1,79.8,-10,-10
352,1,74.98,-10,-10
353,1,87.24,-10,-10
354,1,67.07,-10,-10
355,1,82.26,-10,-10
356,1,73.99,-10,-10
357,1,69.92,-10,-10
358,1,90.08,-10,-10
359,1,89.65,-10,-10
360,1,69.7,-10,-10
361,1,79.37,-10,-10
362,1,84.86,-10,-10
363,1,75.82,-10,-10
364,1,92.48,-10,-10
365,1,71.65,-10,-10
366,1,68.24,-10,-10
367,1,68.37,-10,-10
368,1,73.6,-10,-10
369,1,81.36,-10,-10
370,1,75.24,-10,-10
371,1,74.64,-10,-10
372,1,87.22,-10,-10
373,1,69.63,-10,-10
374,1,87.45,-10,-10
375,1,83.27,-10,-10
376,1,81.08,-10,-10
377,1,78.75,-10,-10
378,1,74.24,-10,-10
379,1,65.53,-10,-10
380,1,79.54,-10,-10
381,1,74.41,-10,-10
382,1,82.84,-10,-10
383,1,85.04,-10,-10
384,1,66.34,-10,-10
385,1,89.78,-10,-10
386,1,87.67,-10,-10
387,1,88.42,-10,-10
388,1,63.49,-10,-10
389,1,79.12,-10,-10
390,1,86.67,-10,-10
391,1,80.13,-10,-10
392,1,73.9,-10,-10
393,1,78.42,-10,-10
394,1,80.65,-10,-10
395,1,82.5,-10,-10
396,1,86.97,-10,-10
397,1,66.7,-10,-10
398,1,78.81,-10,-10
399,1,79.78,-10,-10
400,1,86.85,-10,-10
401,1,70.95,-10,-10
402,1,80.1,-10,-10
403,1,70.35,-10,-10
404,1,89.13,-10,-10
405,1,83.41,-10,-10
406,1,82.23,-10,-10
407,1,79.81,-10,-10
408,1,80.07,-10,-10
409,1,74.78,-10,-10
410,1,83.35,-10,-10
411,1,84.26,-10,-10
412,1,88.08,-10,-10
413,1,78.86,-10,-10
414,1,84.98,-10,-10
415,1,91.06,-10,-10
416,1,92.45,-10,-10
417,1,79.75,-10,-10
418,1,67.23,-10,-10
419,1,79.52,-10,-10
420,1,70.22,-10,-10
421,1,78.4,-10,-10
422,1,62.1,-10,-10
423,1,86.81,-10,-10
424,1,74.1,-10,-10
425,1,73.78,-10,-10
426,1,86.35,-10,-10
427,1,68.52,-10,-10
428,1,78.95,-10,-10
429,1,90.13,-10,-10
430,1,86.12,-10,-10
431,1,71.11,-10,-10
432,1,77.35,-10,-10
433,1,77.92,-10,-10
434,1,82.93,-10,-10
435,1,84.46,-10,-10
436,1,76.82,-10,-10
437,1,79.8,-10,-10
438,1,83.06,-10,-10
439,1,84.01,-10,-10
440,1,80.57,-10,-10
441,1,73.03,-10,-10
442,1,81.46,-10,-10
443,1,69.76,-10,-10
444,1,70.47,-10,-10
445,1,83.25,-10,-10
446,1,86.39,-10,-10
447,1,83.78,-10,-10
448,1,86.09,-10,-10
449,1,70.02,-10,-10
450,1,78.79,-10,-10
451,1,92.29,-10,-10
452,1,82.98,-10,-10
453,1,81.1,-10,-10
454,1,78.89,-10,-10
455,1,75.58,-10,-10
456,1,66.4,-10,-10
457,1,84.52,-10,-10
458,1,77.94,-10,-10
459,1,71.07,-10,-10
460,1,90.98,-10,-10
461,1,74.29,-10,-10
462,1,93.44,-10,-10
463,1,66.55,-10,-10
464,1,88.62,-10,-10
465,1,74.07,-10,-10
466,1,79.46,-10,-10
467,1,85.61,-10,-10
468,1,74.55,-10,-10
469,1,78.19,-10,-10
470,1,83.94,-10,-10
471,1,90.58,-10,-10
472,1,86.04,-10,-10
473,1,82.96,-10,-10
474,1,80.2,-10,-10
475,1,58.58,-10,-10
476,1,76.52,-10,-10
477,1,74.09,-10,-10
478,1,82.42,-10,-10
479,1,88.23,-10,-10
480,1,78.7,-10,-10
481,1,82.51,-10,-10
482,1,66.86,-10,-10
483,1,77.85,-10,-10
484,1,73.9,-10,-10
485,1,87.91,-10,-10
486,1,99.85,-10,-10
487,1,92.93,-10,-10
488,1,104.59,-10,-10
489,1,99.78,-10,-10
490,1,86.77,-10,-10
491,1,100.38,-10,-10
492,1,109.15,-10,-10
493,1,95.94,-10,-10
494,1,113.92,-10,-10
495,1,114.31,-10,-10
496,1,79.04,-10,-10
497,1,95.5,-10,-10
498,1,92.84,-10,-10
499,1,88.0,-10,-10
500,1,100.86,-10,-10
501,1,114.98,-10,-10
502,1,112.46,-10,-10
503,1,95.68,-10,-10
504,1,105.93,-10,-10
505,1,98.74,-10,-10
506,1,107.49,-10,-10
507,1,111.32,-10,-10
508,1,94.79,-10,-10
509,1,104.83,-10,-10
510,1,102.7,-10,-10
511,1,99.9,-10,-10
512,1,98.78,-10,-10
513,1,100.84,-10,-10
514,1,105.78,-10,-10
515,1,103.85,-10,-10
516,1,95.25,-10,-10
517,1,100.63,-10,-10
518,1,96.76,-10,-10
519,1,94.84,-10,-10
520,1,99.77,-10,-10
521,1,95.35,-10,-10
522,1,117.56,-10,-10
523,1,93.27,-10,-10
524,1,99.05,-10,-10
525,1,89.45,-10,-10
526,1,96.12,-10,-10
527,1,88.42,-10,-10
528,1,91.24,-10,-10
529,1,103.13,-10,-10
530,1,112.15,-10,-10
531,1,91.76,-10,-10
532,1,104.77,-10,-10
533,1,87.97,-10,-10
534,1,89.51,-10,-10
535,1,84.61,-10,-10
536,1,84.99,-10,-10
537,1,101.78,-10,-10
538,1,86.33,-10,-10
539,1,110.91,-10,-10
540,1,97.13,-10,-10
541,1,94.86,-10,-10
542,1,87.57,-10,-10
543,1,86.66,-10,-10
544,1,103.88,-10,-10
545,1,86.6,-10,-10
546,1,111.67,-10,-10
547,1,86.23,-10,-10
548,1,97.96,-10,-10
549,1,104.87,-10,-10
550,1,98.12,-10,-10
551,1,103.76,-10,-10
552,1,91.98,-10,-10
553,1,93.96,-10,-10
554,1,96.92,-10,-10
555,1,91.97,-10,-10
556,1,104.01,-10,-10
557,1,114.57,-10,-10
558,1,98.55,-10,-10
559,1,97.41,-10,-10
560,1,99.95,-10,-10
561,1,114.24,-10,-10
562,1,105.1,-10,-10
563,1,85.19,-10,-10
564,1,114.17,-10,-10
565,1,103.66,-10,-10
566,1,112.09,-10,-10
567,1,99.42,-10,-10
568,1,101.84,-10,-10
569,1,95.47,-10,-10
570,1,97.38,-10,-10
571,1,99.29,-10,-10
572,1,112.71,-10,-10
573,1,87.49,-10,-10
574,1,100.72,-10,-10
575,1,111.43,-10,-10
576,1,101.41,-10,-10
577,1,97.97,-10,-10
578,1,95.37,-10,-10
579,1,85.21,-10,-10
580,1,108.42,-10,-10
581,1,100.23,-10,-10
582,1,86.05,-10,-10
583,1,110.24,-10,-10
584,1,113.34,-10,-10
585,1,94.35,-10,-10
586,1,94.01,-10,-10
587,1,88.53,-10,-10
588,1,97.19,-10,-10
589,1,112.19,-10,-10
590,1,95.97,-10,-10
591,1,112.02,-10,-10
592,1,94.21,-10,-10
593,1,94.72,-10,-10
594,1,107.71,-10,-10
595,1,97.06,-10,-10
596,1,102.94,-10,-10
597,1,104.94,-10,-10
598,1,88.07,-10,-10
599,1,106.15,-10,-10
600,1,100.48,-10,-10
601,1,94.82,-10,-10
602,1,94.54,-10,-10
603,1,104.66,-10,-10
604,1,94.16,-10,-10
605,1,102.89,-10,-10
606,1,97.3,-10,-10
607,1,102.6,-10,-10
0,2,39.63,-8,-10
1,2,37.11,-8,-10
2,2,42.66,-8,-10
3,2,42.0,-8,-10
4,2,35.26,-8,-10
5,2,46.41,-8,-10
6,2,35.34,-8,-10
7,2,34.31,-8,-10
8,2,29.84,-8,-10
9,2,45.68,-8,-10
10,2,48.08,-8,-10
11,2,48.21,-8,-10
12,2,39.25,-8,-10
13,2,35.02,-8,-10
14,2,38.93,-8,-10
15,2,39.07,-8,-10
16,2,45.79,-8,-10
17,2,42.91,-8,-10
18,2,41.07,-8,-10
19,2,35.13,-8,-10
20,2,38.65,-8,-10
21,2,37.72,-8,-10
22,2,39.27,-8,-10
23,2,35.62,-8,-10
24,2,40.46,-8,-10
25,2,34.3,-8,-10
26,2,40.81,-8,-10
27,2,42.18,-8,-10
28,2,31.53,-8,-10
29,2,35.93,-8,-10
30,2,36.84,-8,-10
31,2,42.8,-8,-10
32,2,43.17,-8,-10
33,2,39.57,-8,-10
34,2,38.92,-8,-10
35,2,43.53,-8,-10
36,2,43.12,-8,-10
37,2,41.78,-8,-10
38,2,33.35,-8,-10
39,2,39.18,-8,-10
40,2,35.91,-8,-10
41,2,41.47,-8,-10
42,2,42.67,-8,-10
43,2,37.82,-8,-10
44,2,34.96,-8,-10
45,2,38.63,-8,-10
46,2,43.84,-8,-10
47,2,36.59,-8,-10
48,2,49.06,-8,-10
49,2,49.54,-8,-10
50,2,38.46,-8,-10
51,2,43.36,-8,-10
52,2,38.11,-8,-10
53,2,42.71,-8,-10
54,2,36.12,-8,-10
55,2,37.11,-8,-10
56,2,37.43,-8,-10
57,2,40.71,-8,-10
58,2,34.75,-8,-10
59,2,27.52,-8,-10
60,2,37.22,-8,-10
61,2,39.31,-8,-10
62,2,32.42,-8,-10
63,2,42.81,-8,-10
64,2,41.12,-8,-10
65,2,37.42,-8,-10
66,2,30.3,-8,-10
67,2,43.06,-8,-10
68,2,40.34,-8,-10
69,2,42.79,-8,-10
70,2,40.49,-8,-10
71,2,34.92,-8,-10
72,2,46.64,-8,-10
73,2,37.31,-8,-10
74,2,44.29,-8,-10
75,2,39.36,-8,-10
76,2,38.82,-8,-10
77,2,35.64,-8,-10
78,2,31.23,-8,-10
79,2,44.58,-8,-10
80,2,46.47,-8,-10
81,2,43.91,-8,-10
82,2,44.55,-8,-10
83,2,38.08,-8,-10
84,2,47.86,-8,-10
85,2,39.14,-8,-10
86,2,38.33,-8,-10
87,2,43.39,-8,-10
88,2,29.86,-8,-10
89,2,42.98,-8,-10
90,2,40.72,-8,-10
91,2,45.95,-8,-10
92,2,38.1,-8,-10
93,2,39.61,-8,-10
94,2,39.04,-8,-10
95,2,43.15,-8,-10
96,2,36.42,-8,-10
97,2,38.43,-8,-10
98,2,43.02,-8,-10
99,2,28.91,-8,-10
100,2,39.58,-8,-10
101,2,37.98,-8,-10
102,2,30.61,-8,-10
103,2,46.47,-8,-10
104,2,35.92,-8,-10
105,2,32.78,-8,-10
106,2,34.82,-8,-10
107,2,46.57,-8,-10
108,2,31.37,-8,-10
109,2,44.39,-8,-10
110,2,38.48,-8,-10
111,2,41.81,-8,-10
112,2,36.19,-8,-10
113,2,31.79,-8,-10
114,2,34.82,-8,-10
115,2,40.38,-8,-10
116,2,32.08,-8,-10
117,2,40.83,-8,-10
118,2,40.47,-8,-10
119,2,49.09,-8,-10
120,2,42.05,-8,-10
121,2,39.6,-8,-10
122,2,37.07,-8,-10
123,2,47.77,-8,-10
124,2,51.96,-8,-10
125,2,41.47,-8,-10
126,2,41.46,-8,-10
127,2,35.32,-8,-10
128,2,46.04,-8,-10
129,2,39.71,-8,-10
130,2,38.93,-8,-10
131,2,41.28,-8,-10
132,2,32.82,-8,-10
133,2,42.96,-8,-10
134,2,42.26,-8,-10
135,2,38.1,-8,-10
136,2,44.35,-8,-10
137,2,40.68,-8,-10
138,2,38.42,-8,-10
139,2,39.95,-8,-10
140,2,37.95,-8,-10
141,2,38.37,-8,-10
142,2,44.24,-8,-10
143,2,35.46,-8,-10
144,2,45.59,-8,-10
145,2,44.1,-8,-10
146,2,44.28,-8,-10
147,2,48.48,-8,-10
148,2,33.4,-8,-10
149,2,43.68,-8,-10
150,2,44.2,-8,-10
151,2,38.97,-8,-10
152,2,43.88,-8,-10
153,2,40.43,-8,-10
154,2,47.96,-8,-10
155,2,43.53,-8,-10
156,2,43.05,-8,-10
157,2,34.82,-8,-10
158,2,42.47,-8,-10
159,2,39.7,-8,-10
160,2,30.66,-8,-10
161,2,39.68,-8,-10
162,2,39.52,-8,-10
163,2,35.25,-8,-10
164,2,35.53,-8,-10
165,2,40.49,-8,-10
166,2,38.74,-8,-10
167,2,40.06,-8,-10
168,2,41.79,-8,-10
169,2,35.64,-8,-10
170,2,39.26,-8,-10
171,2,42.34,-8,-10
172,2,42.15,-8,-10
173,2,38.17,-8,-10
174,2,45.98,-8,-10
175,2,40.24,-8,-10
176,2,37.16,-8,-10
177,2,37.79,-8,-10
178,2,37.11,-8,-10
179,2,44.64,-8,-10
180,2,35.24,-8,-10
181,2,37.5,-8,-10
182,2,41.79,-8,-10
183,2,43.18,-8,-10
184,2,42.24,-8,-10
185,2,44.97,-8,-10
186,2,43.53,-8,-10
187,2,35.16,-8,-10
188,2,43.17,-8,-10
189,2,38.02,-8,-10
190,2,34.61,-8,-10
191,2,38.45,-8,-10
192,2,42.44,-8,-10
193,2,39.08,-8,-10
194,2,39.63,-8,-10
195,2,38.38,-8,-10
196,2,34.83,-8,-10
197,2,42.24,-8,-10
198,2,40.49,-8,-10
199,2,37.13,-8,-10
200,2,48.06,-8,-10
201,2,41.81,-8,-10
202,2,44.09,-8,-10
203,2,34.97,-8,-10
204,2,43.24,-8,-10
205,2,39.0,-8,-10
206,2,37.36,-8,-10
207,2,36.6,-8,-10
208,2,41.04,-8,-10
209,2,37.75,-8,-10
210,2,40.42,-8,-10
211,2,42.5,-8,-10
212,2,35.0,-8,-10
213,2,38.04,-8,-10
214,2,38.21,-8,-10
215,2,34.1,-8,-10
216,2,35.73,-8,-10
217,2,34.18,-8,-10
218,2,47.81,-8,-10
219,2,42.96,-8,-10
220,2,47.87,-8,-10
221,2,43.37,-8,-10
222,2,34.74,-8,-10
223,2,38.72,-8,-10
224,2,32.76,-8,-10
225,2,38.81,-8,-10
226,2,37.14,-8,-10
227,2,38.78,-8,-10
228,2,37.59,-8,-10
229,2,47.5,-8,-10
230,2,39.24,-8,-10
231,2,53.12,-8,-10
232,2,35.35,-8,-10
233,2,37.44,-8,-10
234,2,44.6,-8,-10
235,2,40.56,-8,-10
236,2,48.52,-8,-10
237,2,48.38,-8,-10
238,2,36.92,-8,-10
239,2,39.06,-8,-10
240,2,45.65,-8,-10
241,2,33.87,-8,-10
242,2,36.35,-8,-10
243,2,43.28,-8,-10
244,2,40.94,-8,-10
245,2,39.9,-8,-10
246,2,40.85,-8,-10
247,2,41.15,-8,-10
248,2,37.43,-8,-10
249,2,36.82,-8,-10
250,2,27.19,-8,-10
251,2,39.21,-8,-10
252,2,42.12,-8,-10
253,2,31.57,-8,-10
254,2,80.15,-8,-10
255,2,80.87,-8,-10
256,2,78.29,-8,-10
257,2,68.38,-8,-10
258,2,89.57,-8,-10
259,2,83.47,-8,-10
260,2,68.52,-8,-10
261,2,74.01,-8,-10
262,2,75.27,-8,-10
263,2,73.82,-8,-10
264,2,77.45,-8,-10
265,2,73.67,-8,-10
266,2,83.89,-8,-10
267,2,87.6,-8,-10
268,2,67.91,-8,-10
269,2,86.92,-8,-10
270,2,88.89,-8,-10
271,2,77.57,-8,-10
272,2,82.39,-8,-10
273,2,78.17,-8,-10
274,2,86.63,-8,-10
275,2,70.08,-8,-10
276,2,80.99,-8,-10
277,2,80.49,-8,-10
278,2,79.01,-8,-10
279,2,83.23,-8,-10
280,2,74.21,-8,-10
281,2,93.72,-8,-10
282,2,78.31,-8,-10
283,2,80.79,-8,-10
284,2,80.69,-8,-10
285,2,94.5,-8,-10
286,2,79.49,-8,-10
287,2,84.71,-8,-10
288,2,86.35,-8,-10
289,2,83.68,-8,-10
290,2,83.61,-8,-10
291,2,87.44,-8,-10
292,2,83.62,-8,-10
293,2,95.03,-8,-10
294,2,80.79,-8,-10
295,2,74.01,-8,-10
296,2,77.78,-8,-10
297,2,86.85,-8,-10
298,2,73.72,-8,-10
299,2,77.86,-8,-10
300,2,75.92,-8,-10
301,2,71.27,-8,-10
302,2,86.34,-8,-10
303,2,80.24,-8,-10
304,2,86.05,-8,-10
305,2,88.24,-8,-10
306,2,81.86,-8,-10
307,2,90.53,-8,-10
308,2,80.14,-8,-10
309,2,80.63,-8,-10
310,2,91.66,-8,-10
311,2,79.76,-8,-10
312,2,71.2,-8,-10
313,2,86.65,-8,-10
314,2,75.87,-8,-10
315,2,74.6,-8,-10
316,2,84.13,-8,-10
317,2,77.73,-8,-10
318,2,84.73,-8,-10
319,2,79.22,-8,-10
320,2,84.56,-8,-10
321,2,91.36,-8,-10
322,2,63.39,-8,-10
323,2,87.08,-8,-10
324,2,84.5,-8,-10
325,2,74.54,-8,-10
326,2,80.9,-8,-10
327,2,75.48,-8,-10
328,2,86.98,-8,-10
329,2,74.5,-8,-10
330,2,79.55,-8,-10
331,2,85.49,-8,-10
332,2,79.89,-8,-10
333,2,85.25,-8,-10
334,2,70.9,-8,-10
335,2,74.08,-8,-10
336,2,65.74,-8,-10
337,2,82.21,-8,-10
338,2,96.52,-8,-10
339,2,81.97,-8,-10
340,2,77.17,-8,-10
341,2,90.41,-8,-10
342,2,86.25,-8,-10
343,2,69.2,-8,-10
344,2,72.16,-8,-10
345,2,76.91,-8,-10
346,2,78.61,-8,-10
347,2,81.78,-8,-10
348,2,81.58,-8,-10
349,2,89.76,-8,-10
350,2,83.79,-8,-10
351,2,82.7,-8,-10
352,2,72.09,-8,-10
353,2,80.45,-8,-10
354,2,64.21,-8,-10
355,2,80.4,-8,-10
356,2,65.85,-8,-10
357,2,72.22,-8,-10
358,2,74.46,-8,-10
359,2,78.13,-8,-10
360,2,86.5,-8,-10
361,2,80.2,-8,-10
362,2,85.17,-8,-10
363,2,69.06,-8,-10
364,2,80.15,-8,-10
365,2,73.32,-8,-10
366,2,78.2,-8,-10
367,2,84.65,-8,-10
368,2,72.78,-8,-10
369,2,86.19,-8,-10
370,2,85.24,-8,-10
371,2,84.39,-8,-10
372,2,85.61,-8,-10
373,2,71.16,-8,-10
374,2,83.52,-8,-10
375,2,89.86,-8,-10
376,2,71.26,-8,-10
377,2,72.93,-8,-10
378,2,82.52,-8,-10
379,2,82.58,-8,-10
380,2,81.46,-8,-10
381,2,71.3,-8,-10
382,2,68.39,-8,-10
383,2,88.53,-8,-10
384,2,69.22,-8,-10
385,2,75.71,-8,-10
386,2,96.23,-8,-10
387,2,81.21,-8,-10
388,2,85.87,-8,-10
389,2,79.7,-8,-10
